,Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
2715,Lenovo,39,Intel i7,32,1024,16.6,1450,Windows 10,2.11,2022
2716,Microsoft,669,Intel i7,16,512,16.1,1412,Windows 10,1.47,2024
2718,Razer,2154,Intel i9,8,1024,18.0,1324,Linux,2.37,2019
2719,HP,2876,AMD Ryzen 7,32,512,16.7,293,Linux,1.51,2019
2720,Razer,7442,Intel i7,8,256,17.7,1813,Windows 10,2.71,2024
2723,Acer,8643,Intel i9,32,2048,17.0,688,Linux,2.03,2023
2724,Microsoft,9049,AMD Ryzen 5,32,1024,13.3,1102,Windows 11,2.08,2024
2727,Microsoft,3405,AMD Ryzen 5,64,2048,15.7,1063,Linux,1.76,2023
2734,Dell,3502,AMD Ryzen 7,32,512,15.8,1523,Linux,1.73,2023
2735,HP,3488,AMD Ryzen 5,8,1024,16.0,862,Windows 11,2.38,2022
2737,Dell,8804,AMD Ryzen 5,32,2048,14.8,1925,Linux,2.85,2019
2739,Microsoft,5186,Intel i9,16,2048,17.8,1549,Windows 11,1.0,2020
2740,Lenovo,6448,AMD Ryzen 7,32,256,16.7,1153,Windows 11,0.65,2020
2744,Apple,7852,Apple M1,8,256,18.3,1000,macOS,1.76,2022
2746,Dell,7621,Intel i9,16,256,15.1,1112,Windows 11,1.34,2023
2753,Asus,6597,Intel i5,8,2048,15.1,873,Linux,1.41,2023
2755,Dell,732,AMD Ryzen 7,8,256,17.4,1465,Linux,2.11,2021
2756,HP,363,Intel i7,16,1024,16.4,179,Windows 11,2.71,2018
2758,Asus,9411,AMD Ryzen 5,16,512,15.8,1395,Linux,1.94,2020
2759,HP,3529,AMD Ryzen 7,16,1024,12.6,1529,Windows 10,2.34,2021
2763,Razer,162,AMD Ryzen 7,16,1024,13.6,756,Windows 10,1.3,2018
2774,Dell,5529,Intel i5,64,1024,13.9,1844,Windows 11,1.24,2024
2776,Asus,4794,Intel i5,8,2048,13.8,732,Windows 11,1.72,2019
2777,Acer,7534,AMD Ryzen 5,16,512,16.8,1247,Windows 10,1.34,2018
2780,Microsoft,4260,AMD Ryzen 5,8,2048,14.2,1845,Linux,2.24,2019
2781,Dell,4102,AMD Ryzen 5,8,2048,17.4,1262,Linux,1.9,2024
2783,Lenovo,6026,AMD Ryzen 5,8,256,15.2,1176,Linux,1.59,2024
2785,Asus,624,AMD Ryzen 7,32,512,14.9,830,Windows 10,1.58,2021
2786,Lenovo,9476,Intel i7,64,1024,15.4,1192,Linux,1.57,2020
2787,Dell,9035,AMD Ryzen 5,16,1024,13.5,1166,Windows 10,1.51,2020
2791,Acer,5184,Intel i9,8,2048,14.0,799,Windows 11,1.03,2021
2794,Acer,7470,AMD Ryzen 7,64,1024,17.7,406,Windows 10,1.55,2018
2795,HP,6686,Intel i5,32,1024,15.8,774,Windows 11,2.02,2021
2808,Lenovo,5586,Intel i7,32,1024,16.3,1482,Windows 10,2.31,2018
2810,Acer,6344,AMD Ryzen 7,8,256,15.3,1294,Windows 10,1.82,2018
2811,Lenovo,6213,AMD Ryzen 5,64,1024,15.2,1814,Windows 11,1.08,2019
2813,Asus,7267,Intel i9,8,256,14.6,846,Linux,2.26,2019
2815,Acer,5542,AMD Ryzen 5,32,1024,15.8,894,Windows 11,1.49,2020
2817,Dell,4506,Intel i7,8,2048,15.8,515,Windows 11,1.44,2021
2818,Apple,9803,Apple M1,32,512,13.8,934,macOS,1.78,2018
2819,Microsoft,9020,AMD Ryzen 7,32,1024,18.4,940,Windows 10,1.65,2018
2822,Asus,3732,Intel i9,8,512,16.1,1255,Windows 11,2.67,2024
2823,Microsoft,9078,Intel i5,16,512,16.7,1248,Windows 11,1.99,2019
2824,Razer,4578,Intel i7,16,2048,17.0,1239,Windows 10,1.14,2018
2825,HP,2321,Intel i9,32,512,14.0,1547,Windows 11,1.62,2024
2826,Dell,6896,AMD Ryzen 5,32,1024,15.0,1475,Linux,1.76,2021
2827,Microsoft,8325,Intel i5,32,512,15.3,984,Windows 10,2.34,2022
2831,Dell,9531,Intel i5,64,1024,15.8,1981,Windows 11,1.89,2018
2834,HP,3541,AMD Ryzen 5,16,2048,15.6,1410,Windows 10,1.9,2018
2836,Asus,4247,AMD Ryzen 5,32,512,13.4,2039,Linux,1.57,2022
2838,HP,1466,AMD Ryzen 7,32,256,13.9,1004,Windows 10,2.37,2018
2839,Razer,6016,Intel i5,64,512,14.9,1313,Windows 11,2.78,2024
2841,Asus,5271,Intel i9,8,256,15.8,1559,Windows 10,2.6,2022
2842,Lenovo,9974,AMD Ryzen 5,16,2048,13.2,666,Linux,1.8,2020
2843,Acer,4301,Intel i5,32,512,14.5,514,Windows 10,2.41,2020
2845,HP,9984,Intel i9,16,256,17.1,1397,Linux,0.91,2021
2846,Acer,4817,Intel i9,16,2048,14.7,1109,Windows 11,2.59,2024
2847,Dell,2042,Intel i7,16,256,17.7,1539,Windows 11,1.74,2018
2852,Acer,8056,AMD Ryzen 7,16,512,15.7,1513,Linux,1.02,2021
2854,Microsoft,2256,AMD Ryzen 7,32,512,15.5,1134,Windows 11,1.68,2019
2856,Acer,9073,AMD Ryzen 7,16,512,14.8,1673,Linux,1.99,2021
2858,Asus,5635,AMD Ryzen 7,8,512,17.2,875,Windows 10,2.38,2022
2862,Microsoft,156,Intel i9,8,512,15.7,1503,Linux,1.53,2023
2864,Razer,4244,Intel i5,16,2048,14.6,964,Windows 10,1.21,2019
2869,Dell,5833,Intel i9,16,2048,13.7,1417,Linux,2.29,2020
2873,Lenovo,8916,AMD Ryzen 7,16,1024,16.9,1123,Windows 11,1.45,2022
2876,HP,3255,Intel i7,16,1024,14.2,924,Windows 10,1.6,2021
2878,HP,7430,Intel i7,32,256,16.3,1502,Linux,1.5,2023
2879,Asus,2288,AMD Ryzen 5,32,512,15.0,750,Windows 11,1.29,2022
2882,Razer,5080,Intel i7,8,512,16.2,2164,Windows 10,2.39,2023
2883,Microsoft,3674,Intel i5,64,2048,16.4,1305,Windows 11,2.04,2020
2884,Lenovo,5404,Intel i5,32,512,19.3,1233,Windows 11,2.07,2019
2886,Acer,9552,AMD Ryzen 7,64,1024,16.7,577,Windows 11,1.79,2022
2890,HP,9969,Intel i5,32,256,17.6,1211,Linux,2.23,2022
2895,Microsoft,8005,Intel i7,16,2048,14.4,1773,Windows 10,1.35,2024
2899,HP,3190,Intel i5,64,256,16.5,1237,Windows 10,2.36,2020
2902,Asus,7665,Intel i9,16,1024,14.5,1456,Linux,1.0,2022
2903,Dell,4168,Intel i5,16,256,15.7,974,Windows 11,2.45,2019
2904,Microsoft,9732,Intel i9,8,1024,14.7,1759,Windows 11,1.34,2023
2906,Asus,4442,AMD Ryzen 5,32,512,15.8,1634,Windows 11,1.83,2024
2907,Dell,7851,Intel i7,32,2048,15.5,589,Linux,1.81,2018
2908,Asus,8303,Intel i5,64,2048,15.2,1067,Windows 10,2.22,2022
2909,Microsoft,8868,Intel i9,64,512,15.9,1278,Windows 10,1.79,2018
2912,Microsoft,7138,AMD Ryzen 5,32,2048,16.9,1165,Linux,2.0,2018
2918,HP,8571,AMD Ryzen 5,8,2048,13.6,1367,Windows 10,1.44,2021
2919,Dell,6530,Intel i7,8,2048,15.9,2047,Windows 11,1.37,2024
2921,Asus,8058,AMD Ryzen 5,16,512,15.1,665,Windows 10,1.81,2024
2924,HP,9904,Intel i9,16,1024,15.0,1369,Windows 10,1.56,2022
2926,Asus,4885,Intel i7,16,2048,17.7,1077,Windows 10,1.92,2023
2927,Razer,6449,AMD Ryzen 7,8,256,18.5,1085,Windows 10,1.85,2022
2937,HP,3084,Intel i5,8,1024,17.6,1396,Windows 11,1.67,2019
2941,HP,9870,AMD Ryzen 5,8,256,16.7,1337,Linux,0.78,2022
2944,Microsoft,3182,AMD Ryzen 5,16,256,18.4,1360,Windows 10,2.27,2023
2949,Acer,6630,AMD Ryzen 7,32,256,15.5,675,Linux,2.32,2019
2951,Microsoft,682,Intel i9,8,256,17.1,1943,Windows 11,2.41,2021
2952,Dell,1103,Intel i5,64,512,15.8,1234,Windows 11,2.29,2022
2954,Lenovo,8595,Intel i7,8,256,15.6,1292,Windows 11,2.49,2020
2958,Lenovo,7485,Intel i9,8,1024,17.5,812,Windows 11,1.75,2022
2962,Dell,1368,Intel i7,32,512,16.6,934,Windows 10,1.74,2022
2963,Lenovo,2397,Intel i9,8,256,16.7,896,Windows 10,1.42,2021
2966,Asus,3247,Intel i9,16,2048,14.7,781,Linux,1.67,2021
2968,Razer,6487,Intel i9,32,512,13.7,849,Linux,2.82,2022
2971,HP,8679,Intel i9,16,256,14.5,1242,Windows 11,1.79,2022
2972,HP,9242,Intel i7,16,512,17.9,1377,Linux,2.1,2024
2973,HP,3146,AMD Ryzen 5,32,512,17.5,653,Windows 10,2.81,2024
2977,Lenovo,8788,Intel i7,8,1024,17.1,1111,Windows 11,1.51,2022
2978,HP,294,Intel i5,16,2048,16.9,1463,Linux,1.12,2019
2979,Dell,8786,Intel i7,64,512,16.0,1144,Windows 10,0.59,2024
2982,Apple,8589,Apple M1,16,512,15.4,1051,macOS,1.76,2020
2986,Razer,9690,AMD Ryzen 7,64,512,17.7,1577,Linux,2.25,2023
2988,HP,7338,Intel i7,64,512,14.9,674,Windows 10,2.31,2023
2991,Acer,4164,AMD Ryzen 5,64,2048,14.7,1181,Linux,1.59,2019
2992,Lenovo,3818,Intel i7,16,256,14.6,1226,Linux,2.82,2019
2993,Asus,2445,Intel i9,8,256,17.2,975,Linux,2.19,2018
2994,Razer,3473,AMD Ryzen 7,16,2048,18.9,1290,Windows 10,1.52,2019
2998,Microsoft,1284,AMD Ryzen 7,64,2048,15.5,654,Windows 11,1.37,2024
3000,Lenovo,6115,AMD Ryzen 7,64,1024,15.8,1106,Windows 11,2.31,2023
3002,Razer,353,Intel i5,8,1024,14.6,1159,Windows 11,1.65,2021
3003,Razer,9373,AMD Ryzen 7,8,2048,14.9,1616,Linux,1.69,2018
3005,Asus,966,Intel i5,16,256,14.0,720,Windows 10,0.95,2023
3009,Dell,776,AMD Ryzen 5,64,2048,14.9,1354,Windows 11,1.82,2024
3011,Razer,7730,Intel i9,8,1024,11.1,1559,Windows 10,1.87,2022
3012,Microsoft,5164,AMD Ryzen 5,32,256,18.3,918,Windows 11,1.94,2021
3015,Microsoft,1476,Intel i9,32,512,15.8,1167,Linux,1.17,2019
3016,HP,9498,Intel i7,64,2048,18.5,1392,Windows 10,1.26,2018
3022,Lenovo,6973,Intel i5,8,2048,14.2,776,Windows 10,1.91,2023
3024,Asus,1533,AMD Ryzen 5,16,256,14.7,1603,Windows 11,2.61,2019
3025,Lenovo,5491,AMD Ryzen 7,32,256,14.9,1617,Linux,1.61,2022
3026,Dell,4993,Intel i7,64,256,14.8,302,Windows 11,1.63,2022
3027,Lenovo,4388,Intel i5,16,2048,15.1,1000,Windows 11,3.0,2023
3029,Acer,9899,AMD Ryzen 7,64,2048,15.0,1060,Linux,1.39,2019
3033,Razer,9867,AMD Ryzen 5,16,256,15.2,1223,Linux,2.46,2024
3035,Acer,3626,Intel i9,16,256,17.3,880,Windows 10,1.55,2020
3037,Razer,1735,Intel i9,32,512,13.5,864,Linux,1.32,2024
3038,Razer,7198,AMD Ryzen 7,8,2048,16.5,182,Linux,1.94,2021
3039,Asus,3177,Intel i7,16,512,16.2,1986,Windows 11,1.3,2022
3040,Acer,3809,Intel i5,16,2048,15.2,926,Windows 10,0.96,2024
3041,Razer,4303,AMD Ryzen 5,16,1024,16.8,1364,Linux,1.96,2022
3042,Microsoft,5097,AMD Ryzen 7,32,2048,13.9,1632,Windows 10,1.78,2024
3044,Asus,8003,Intel i9,64,2048,16.2,195,Windows 10,1.7,2020
3047,Microsoft,8936,Intel i7,64,512,16.0,1139,Linux,2.22,2019
3052,Dell,3599,Intel i7,16,256,17.1,828,Windows 11,1.68,2023
3056,Asus,870,Intel i5,16,2048,16.0,1211,Linux,2.4,2023
3058,Acer,1530,Intel i5,16,256,14.6,795,Linux,2.66,2020
3064,Asus,1082,Intel i5,64,1024,15.8,1795,Windows 11,2.04,2024
3065,Acer,3911,Intel i9,64,2048,15.5,1024,Windows 10,1.66,2021
3067,Razer,7045,Intel i7,16,512,15.2,381,Windows 10,1.66,2024
3069,Acer,9354,AMD Ryzen 5,16,256,15.4,1014,Windows 11,1.72,2020
3070,Asus,1118,Intel i9,8,1024,17.1,391,Linux,1.87,2024
3071,HP,1621,Intel i5,64,512,15.3,1180,Windows 10,2.36,2023
3073,Asus,9371,Intel i9,32,256,17.1,798,Linux,1.93,2018
3075,HP,509,Intel i5,8,1024,16.8,1484,Windows 11,1.39,2023
3076,Razer,8768,Intel i5,32,512,14.4,861,Windows 11,1.31,2023
3081,Razer,3018,Intel i5,32,2048,14.5,790,Windows 11,1.65,2019
3083,Acer,9306,Intel i5,16,256,17.9,1097,Windows 10,2.17,2020
3084,Lenovo,5386,Intel i5,64,256,14.4,1276,Windows 10,2.2,2023
3085,Dell,2569,AMD Ryzen 7,16,1024,15.8,1386,Windows 10,2.49,2024
3086,Asus,212,Intel i9,16,1024,15.5,1348,Linux,2.21,2021
3088,Microsoft,1845,Intel i9,64,512,13.8,1212,Windows 10,1.97,2018
3089,Dell,9836,AMD Ryzen 7,8,1024,13.9,1098,Windows 10,2.33,2020
3090,Lenovo,9264,AMD Ryzen 7,8,256,17.6,1443,Linux,1.5,2021
3091,Lenovo,1169,Intel i9,16,2048,16.5,1674,Windows 10,1.66,2020
3092,Lenovo,6275,Intel i7,8,2048,16.6,1669,Windows 10,1.2,2022
3093,Acer,6496,AMD Ryzen 5,64,512,16.3,1534,Windows 11,2.41,2018
3094,Asus,844,AMD Ryzen 5,32,2048,17.0,1146,Windows 11,1.37,2018
3096,HP,9003,Intel i5,32,1024,16.3,936,Windows 11,1.61,2024
3098,Dell,292,Intel i7,8,256,17.3,560,Linux,1.88,2023
3099,Lenovo,5950,Intel i5,32,2048,12.8,1134,Windows 10,1.94,2020
3100,HP,1890,Intel i5,32,2048,15.7,656,Linux,2.14,2020
3101,Asus,6962,Intel i7,64,256,16.1,1419,Windows 11,1.48,2018
3102,Dell,5634,Intel i5,32,1024,14.7,1854,Linux,1.99,2021
3107,Razer,7837,Intel i5,64,256,16.2,1528,Windows 11,2.07,2020
3109,Dell,2573,AMD Ryzen 7,64,1024,13.1,1233,Windows 10,2.39,2019
3113,Lenovo,1815,Intel i5,64,2048,15.2,1056,Linux,2.35,2020
3118,Acer,3982,Intel i9,32,1024,13.0,1775,Linux,2.64,2022
3119,Dell,4066,AMD Ryzen 5,64,1024,15.2,1253,Windows 10,1.57,2024
3120,Dell,4522,AMD Ryzen 7,64,256,16.8,1629,Windows 11,1.34,2018
3122,Dell,5296,Intel i7,16,256,16.4,876,Windows 10,2.26,2024
3125,Acer,3954,Intel i5,8,1024,16.4,705,Windows 11,1.44,2022
3126,Dell,2440,Intel i9,64,1024,13.7,1926,Windows 10,2.51,2021
3127,Razer,9360,Intel i5,64,1024,13.9,671,Linux,1.58,2020
3129,Lenovo,3724,Intel i9,32,512,15.5,818,Linux,2.39,2021
3131,Lenovo,799,Intel i9,16,256,15.3,2254,Windows 11,1.35,2024
3132,Lenovo,459,AMD Ryzen 7,16,1024,12.5,395,Linux,1.35,2022
3138,Razer,371,AMD Ryzen 7,8,256,18.0,1585,Windows 11,1.35,2019
3139,Microsoft,5485,AMD Ryzen 7,16,1024,15.4,1316,Linux,1.22,2022
3140,Acer,1828,AMD Ryzen 7,64,2048,13.6,1288,Windows 10,1.82,2018
3141,Asus,8259,Intel i5,8,2048,14.2,740,Linux,2.39,2024
3144,Asus,4226,Intel i7,16,2048,15.4,1444,Windows 11,1.48,2021
3147,Dell,7137,AMD Ryzen 7,64,512,16.1,739,Windows 11,2.14,2023
3152,Asus,937,AMD Ryzen 5,16,256,15.0,1196,Windows 11,1.32,2020
3154,HP,293,AMD Ryzen 5,16,1024,17.1,714,Windows 11,1.28,2019
3155,Asus,1634,Intel i7,8,2048,17.3,643,Windows 10,1.72,2023
3162,Lenovo,7839,AMD Ryzen 5,32,512,15.3,1064,Windows 10,1.38,2024
3163,Microsoft,4130,AMD Ryzen 7,16,512,15.2,1280,Linux,2.1,2024
3166,Dell,1430,Intel i9,32,256,17.6,792,Linux,3.03,2019
3168,Lenovo,5964,Intel i5,8,512,19.2,2155,Windows 10,2.34,2021
3172,Acer,6442,Intel i5,32,1024,14.5,893,Linux,2.48,2021
3173,Asus,8811,AMD Ryzen 5,32,2048,16.0,1320,Windows 10,2.11,2023
3175,Microsoft,4243,Intel i7,32,2048,14.8,1031,Windows 10,1.67,2020
3177,Dell,9878,AMD Ryzen 5,8,512,18.2,1017,Linux,1.9,2022
3179,Razer,3667,Intel i7,32,2048,16.7,1232,Windows 10,2.73,2024
3182,Microsoft,213,AMD Ryzen 7,16,1024,16.4,1598,Windows 11,2.17,2024
3184,Lenovo,1631,Intel i9,32,1024,14.0,1024,Windows 10,1.67,2023
3189,Acer,8029,Intel i9,64,256,13.9,1021,Windows 10,1.98,2019
3190,Dell,4692,AMD Ryzen 7,32,512,15.3,1881,Windows 10,1.55,2024
3192,Dell,4422,Intel i7,8,1024,14.0,1504,Linux,2.22,2019
3193,HP,6041,AMD Ryzen 5,8,2048,15.6,1382,Linux,1.46,2024
3195,Dell,3584,Intel i5,16,256,17.8,409,Linux,0.66,2022
3197,Asus,7867,Intel i9,64,256,13.3,1976,Windows 11,1.86,2022
3198,Asus,943,Intel i7,16,512,14.4,847,Linux,2.17,2019
3199,Microsoft,9108,AMD Ryzen 5,16,1024,14.5,273,Windows 10,1.89,2020
3200,Lenovo,5377,Intel i5,16,512,17.7,1730,Linux,1.34,2024
3202,Dell,7329,Intel i9,16,256,15.2,1289,Linux,0.91,2024
3203,Asus,6186,AMD Ryzen 7,32,256,13.9,1384,Windows 11,1.2,2024
3207,Microsoft,5361,AMD Ryzen 7,32,1024,13.2,1316,Linux,2.27,2022
3208,Dell,1139,AMD Ryzen 7,8,1024,15.0,908,Linux,1.9,2022
3209,HP,8091,AMD Ryzen 5,8,2048,13.4,1146,Windows 11,1.83,2021
3211,Asus,5695,AMD Ryzen 5,16,256,17.7,1045,Windows 10,1.36,2022
3213,Dell,5891,Intel i5,32,512,15.8,950,Windows 10,2.34,2024
3217,Razer,6625,Intel i5,16,1024,15.1,1162,Windows 11,1.17,2018
3218,Razer,4261,Intel i9,64,256,12.1,1420,Windows 11,2.31,2024
3219,HP,9150,Intel i5,16,2048,15.7,1376,Linux,1.77,2020
3221,Dell,3150,Intel i5,32,2048,15.6,1012,Linux,1.63,2024
3223,HP,7886,Intel i7,16,1024,16.7,1136,Linux,0.9,2019
3225,HP,9351,Intel i9,32,2048,18.5,1269,Linux,1.42,2023
3226,Lenovo,2490,Intel i7,32,256,17.0,2122,Windows 11,2.88,2024
3228,Razer,5077,AMD Ryzen 7,64,2048,15.9,1589,Windows 11,2.1,2020
3230,Microsoft,8341,Intel i7,64,2048,16.0,849,Windows 10,2.42,2022
3231,Microsoft,930,Intel i9,32,512,17.2,1351,Windows 10,2.08,2021
3232,Acer,5983,Intel i7,32,2048,17.2,885,Windows 11,1.64,2023
3233,Dell,2541,AMD Ryzen 5,64,2048,16.0,1259,Linux,1.84,2021
3235,Dell,8702,AMD Ryzen 5,32,256,14.2,1359,Linux,2.38,2023
3237,Dell,2798,AMD Ryzen 5,64,2048,16.6,875,Windows 11,1.26,2020
3240,Lenovo,1400,Intel i7,32,512,17.4,1842,Windows 10,2.31,2023
3245,Razer,4593,Intel i5,64,1024,15.2,1287,Linux,1.79,2021
3248,Dell,5317,Intel i7,64,256,16.7,1800,Linux,1.98,2022
3249,Razer,680,Intel i5,16,2048,17.6,1455,Windows 11,1.35,2020
3253,Razer,7505,Intel i5,8,512,17.7,937,Windows 11,1.34,2020
3254,Acer,1789,Intel i7,8,512,14.6,1509,Linux,1.08,2021
3255,Microsoft,9717,AMD Ryzen 5,16,1024,14.8,738,Windows 10,2.0,2020
3260,Acer,4753,AMD Ryzen 7,32,2048,13.8,1661,Windows 11,2.64,2018
3264,Acer,7658,Intel i9,8,2048,15.2,1016,Windows 10,2.33,2018
3265,Microsoft,7868,Intel i9,64,256,14.1,1192,Windows 10,1.11,2024
3266,Acer,1670,Intel i9,32,256,14.3,760,Windows 11,0.94,2022
3270,Asus,8718,AMD Ryzen 7,16,1024,16.5,1563,Linux,2.0,2018
3271,Dell,7196,Intel i5,8,256,15.0,1509,Linux,1.2,2023
3272,Microsoft,7707,AMD Ryzen 5,8,2048,16.4,1461,Linux,2.03,2022
3273,HP,8407,Intel i5,8,256,17.7,453,Windows 10,1.31,2018
3277,Microsoft,7609,AMD Ryzen 7,32,1024,14.2,1792,Linux,2.29,2020
3279,Razer,7225,AMD Ryzen 7,8,2048,16.1,816,Linux,1.91,2024
3281,Asus,7523,Intel i9,16,512,14.5,1471,Windows 10,1.34,2022
3283,Asus,461,AMD Ryzen 7,8,1024,15.3,966,Windows 11,1.86,2024
3284,Dell,957,Intel i9,16,1024,14.6,1572,Windows 11,1.63,2019
3286,Acer,3416,AMD Ryzen 7,16,512,14.7,1154,Windows 10,1.96,2021
3288,Acer,69,Intel i5,8,512,17.6,1100,Linux,2.35,2022
3289,HP,846,Intel i9,8,256,15.6,991,Windows 10,1.63,2021
3292,Acer,4608,Intel i9,64,1024,15.9,1091,Windows 11,0.96,2018
3293,Dell,7728,AMD Ryzen 7,64,1024,16.8,1365,Windows 11,1.62,2024
3294,Asus,7785,Intel i7,8,512,18.0,1235,Windows 10,1.57,2021
3297,Asus,6638,Intel i7,8,512,15.5,758,Windows 11,2.19,2023
3300,Dell,4655,Intel i7,16,2048,13.6,833,Linux,2.38,2022
3301,Lenovo,177,AMD Ryzen 5,32,256,15.3,631,Linux,1.83,2020
3304,Razer,7747,Intel i7,64,2048,12.8,1334,Linux,0.46,2018
3305,Asus,2946,Intel i5,8,512,16.2,1130,Windows 10,2.69,2021
3309,Lenovo,6164,AMD Ryzen 7,32,256,18.6,958,Windows 11,2.76,2018
3310,Dell,6963,AMD Ryzen 7,32,1024,16.1,866,Windows 10,3.06,2021
3311,Dell,4405,Intel i7,64,256,15.6,1362,Windows 10,1.87,2021
3312,Acer,2714,AMD Ryzen 7,16,2048,12.4,1297,Windows 10,1.76,2019
3314,Dell,6918,AMD Ryzen 5,16,256,13.0,823,Windows 10,1.33,2019
3317,Microsoft,1737,Intel i9,32,2048,16.3,1599,Windows 10,2.0,2021
3319,Razer,1475,Intel i7,16,256,14.8,1351,Windows 10,1.43,2019
3320,Lenovo,3613,AMD Ryzen 5,64,2048,16.6,1257,Linux,1.14,2024
3324,Microsoft,4080,AMD Ryzen 7,8,2048,15.4,714,Windows 10,2.69,2024
3325,Asus,4252,AMD Ryzen 5,16,512,15.9,1278,Windows 11,2.9,2019
3326,Acer,2380,Intel i7,16,2048,16.4,2022,Windows 11,1.33,2020
3327,Microsoft,5779,Intel i7,16,2048,19.8,1644,Windows 10,1.62,2021
3329,Asus,4877,Intel i9,16,1024,15.1,1218,Linux,1.37,2024
3333,Acer,5541,AMD Ryzen 7,8,512,15.9,883,Windows 11,2.32,2020
3339,Acer,9611,Intel i5,8,256,13.3,1345,Windows 10,1.57,2020
3341,Lenovo,12,Intel i7,64,512,15.1,1017,Linux,1.83,2024
3344,Razer,174,Intel i5,16,2048,15.7,1574,Windows 10,2.35,2020
3345,Acer,5632,AMD Ryzen 5,32,2048,15.9,1483,Linux,2.07,2024
3346,Asus,5074,AMD Ryzen 5,8,512,13.9,1342,Windows 11,2.01,2019
3349,Asus,8413,Intel i5,64,512,14.2,905,Windows 11,2.07,2018
3353,Dell,2643,AMD Ryzen 5,16,256,16.4,839,Windows 10,1.98,2019
3355,Acer,7064,Intel i5,32,512,18.7,1661,Windows 10,1.54,2021
3357,HP,5197,AMD Ryzen 5,32,1024,15.0,1580,Windows 10,1.27,2022
3358,Asus,4502,Intel i7,32,512,17.2,507,Windows 11,2.04,2018
3359,Microsoft,1223,Intel i9,32,512,14.5,1524,Windows 11,1.61,2021
3363,Razer,1405,AMD Ryzen 5,8,1024,16.7,1575,Windows 11,2.06,2022
3365,Asus,5270,AMD Ryzen 7,64,512,16.4,1239,Windows 10,1.6,2023
3367,Microsoft,8280,Intel i9,16,1024,16.8,838,Linux,1.43,2021
3370,Dell,3706,Intel i9,16,512,15.6,1071,Linux,1.66,2018
3373,Dell,4013,AMD Ryzen 5,8,1024,17.8,1707,Windows 11,1.25,2023
3374,Asus,1349,Intel i9,16,256,14.2,910,Windows 11,3.0,2018
3377,Asus,5746,Intel i7,16,256,13.9,1066,Windows 11,1.37,2020
3378,Asus,743,Intel i5,32,2048,16.0,1400,Windows 11,1.21,2020
3382,Acer,8552,Intel i9,64,1024,15.8,760,Windows 11,1.02,2018
3383,Lenovo,6264,AMD Ryzen 7,16,256,13.8,1513,Windows 11,0.95,2018
3385,Dell,4879,Intel i9,16,1024,16.6,1187,Windows 10,1.69,2021
3387,Dell,2607,AMD Ryzen 5,8,256,14.0,1053,Windows 11,1.83,2022
3388,Microsoft,5899,AMD Ryzen 7,8,512,15.4,1995,Linux,2.64,2024
3389,Razer,4581,AMD Ryzen 7,8,2048,15.5,1188,Windows 11,1.84,2023
3393,Dell,4807,Intel i7,16,256,15.1,1560,Windows 11,2.54,2019
3396,Razer,4408,Intel i5,8,2048,15.0,1722,Linux,1.33,2024
3397,Lenovo,7923,Intel i9,32,256,16.5,1512,Linux,1.79,2022
3399,HP,5456,Intel i9,16,1024,17.7,1336,Windows 11,1.06,2023
3408,Asus,1019,Intel i5,64,256,14.4,1420,Windows 10,1.41,2020
3409,Razer,5214,AMD Ryzen 7,8,512,14.9,1341,Windows 10,1.45,2018
3411,HP,4467,AMD Ryzen 5,16,256,15.7,975,Windows 11,1.93,2020
3413,Microsoft,6114,Intel i7,32,256,14.6,1711,Windows 11,2.36,2018
3417,HP,8560,Intel i7,64,256,15.8,1571,Linux,2.2,2023
3418,Razer,6735,Intel i9,16,2048,14.0,1938,Windows 10,2.53,2018
3421,Lenovo,2782,Intel i7,64,1024,19.4,1206,Windows 11,1.52,2020
3422,HP,5650,Intel i9,8,2048,16.1,1344,Windows 10,1.76,2019
3423,HP,3231,Intel i9,16,512,15.7,1098,Windows 10,2.18,2018
3427,Dell,7344,Intel i7,16,1024,15.8,404,Linux,2.27,2023
3429,HP,720,Intel i7,16,2048,17.0,682,Linux,1.77,2023
3430,Dell,2915,Intel i7,64,512,16.7,944,Linux,1.66,2020
3436,HP,623,Intel i9,8,256,15.0,1480,Windows 10,2.41,2022
3437,Dell,4365,Intel i5,32,1024,15.8,1407,Windows 10,1.83,2023
3438,Microsoft,1934,AMD Ryzen 7,16,2048,15.3,1708,Windows 10,1.71,2024
3443,Asus,6505,Intel i7,64,2048,14.4,779,Windows 10,1.16,2019
3448,Asus,1268,AMD Ryzen 7,64,2048,16.6,2099,Windows 10,1.88,2020
3449,Dell,892,AMD Ryzen 7,16,256,13.2,862,Linux,1.38,2020
3450,Lenovo,3123,AMD Ryzen 5,32,1024,16.2,1104,Windows 11,1.84,2018
3454,HP,4746,AMD Ryzen 5,64,512,16.6,902,Windows 10,3.12,2018
3455,Asus,1068,Intel i5,32,1024,16.3,1723,Windows 11,1.91,2018
3457,HP,3431,Intel i5,8,256,15.4,1411,Windows 11,1.31,2023
3459,Microsoft,549,Intel i7,64,2048,13.7,998,Windows 10,1.99,2023
3460,Acer,8098,Intel i9,16,512,15.0,444,Windows 10,1.63,2024
3461,HP,5786,Intel i9,16,1024,18.1,1450,Windows 10,1.43,2022
3463,Razer,1392,Intel i9,64,512,14.9,519,Windows 10,1.34,2019
