Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
Microsoft,Model_3454,Intel i5,16.0,512,12.4,1492.9200251090824,Linux,1.49,2022
Dell,Model_2756,Intel i7,8.0,256,16.4,1388.6264509016828,Windows 11,1.46,2019
Microsoft,Model_8922,Intel i5,16.0,1024,16.2,1322.637212043031,Windows 10,1.69,2021
Asus,Model_6603,AMD Ryzen 7,8.0,1024,13.6,1648.0182739726033,macOS,0.81,2022
Microsoft,Model_3419,Apple M1,32.0,2048,13.2,1515.355121929053,macOS,1.54,2023
Microsoft,Model_6585,AMD Ryzen 5,64.0,512,16.3,751.5425068810266,Linux,1.33,2020
Asus,Model_4713,AMD Ryzen 7,8.0,256,14.8,1671.2564303836566,Linux,2.48,2021
Apple,Model_8034,Intel i5,32.0,1024,14.9,1713.2486863516851,Windows 10,1.32,2020
Apple,Model_1580,Apple M1,16.0,256,13.1 inches,1031.4791294459696,Windows 11,1.77,2024
HP,Model_4674,AMD Ryzen 7,32.0,1024,16.1 inches,811.6125916626484,Windows 10,1.24,2023
Asus,Model_3491,Apple M1,64.0,256,15.5,838.444102569588,Linux,2.5,2022
Microsoft,Model_8536,Intel i9,64.0,2048,18.1 inches,693.0733615783975,Linux,1.93,2018
Lenovo,Model_1259,AMD Ryzen 5,64.0,256,17.9,$1403.86,macOS,1.22,2020
Apple,Model_9485,AMD Ryzen 7,8.0,2048,14.2 inches,1315.1341393589578,macOS,1.82,2023
Microsoft,Model_9924,AMD Ryzen 7,32.0,256,17.5,1225.7145525407377,Windows 11,1.35,2024
HP,Model_2849,AMD Ryzen 5,,1024,18.8,1691.466698969085,Windows 10,1.89,2021
Dell,Model_889,Apple M1,,2048,16.5,210.21533666787207,Windows 10,2.11,2019
Razer,Model_1854,Apple M1,,512,14.5,1080.019147940201,Windows 11,1.17,2022
Asus,Model_3504,Intel i9,16.0,2048,15.6,1531.746905076631,macOS,1.88,2021
Microsoft,Model_1042,Intel i5,,2048,15.0,757.906321339015,Windows 11,2.17,2050
Microsoft,Model_8959,AMD Ryzen 7,,2048,18.3,1148.9791500907465,Windows 11,2.06,2024
Razer,Model_8128,AMD Ryzen 7,32.0,2048,16.2,369.1028263449675,Windows 11,2.11,2019
Asus,Model_5935,Intel i7,32.0,2048,13.7,,macOS,,2024
Acer,Model_1353,Intel i7,,2048,13.3,1412.8174790389385,Windows 10,0.89,2018
Apple,Model_4016,Apple M1,32.0,512,15.6,$1674.84,Linux,1.29,2020
Lenovo,Model_5067,AMD Ryzen 7,32.0,2048,15.6,$961.62,macOS,1.66,2023
Acer,Model_3688,Intel i5,8.0,1024,16.8,1045.2757996551454,Linux,2.56,2020
Acer,Model_2391,AMD Ryzen 5,8.0,2048,14.7,1306.7840967157201,Linux,2.53,2018
Razer,Model_9416,Intel i5,16.0,2048,13.3,1686.4974365664245,Windows 11,1.53,2023
Acer,Model_4744,Intel i7,64.0,2048,16.4,818.4188400326725,Linux,1.15,2020
HP,Model_1745,AMD Ryzen 7,32.0,1024,17.8,1122.6920466486667,Windows 10,1.44,2020
Apple,Model_8071,Apple M1,64.0,512,14.2,1033.863465120196,windows 10,2.18,2020
Apple,Model_3607,Intel i9,64.0,512,14.4,1601.3218165901922,Windows 11,2.83,2022
Microsoft,Model_7763,Apple M1,32.0,1024,15.4,1078.6484243636644,Windows 11,1.69,2024
Razer,Model_9843,AMD Ryzen 7,64.0,256,14.1,745.0939028282301,macOS,2.97,2019
Razer,Model_8097,AMD Ryzen 7,32.0,512,16.9,955.6941340809649,macOS,1.35,2024
HP,Model_3741,,16.0,1024,14.9 inches,1948.6764988960945,Windows 11,0.6,2023
Asus,Model_9986,Apple M1,8.0,256,13.9 inches,1558.3324114299255,Windows 10,2.88,2018
Asus,Model_262,Intel i7,64.0,2048,15.7,$1088.35,Linux,1.43,2019
Acer,Model_5140,AMD Ryzen 5,32.0,256,16.1,1078.5552813964612,Windows 10,1.59,2022
Apple,Model_7994,,,256,16.4,1284.6198001608593,Windows 11,1.45,2020
Apple,Model_6544,AMD Ryzen 7,64.0,512,14.6,1304.3344271429494,Windows 11,1.41,2024
Asus,Model_1903,AMD Ryzen 5,,512,14.3,878.2973641784538,Mac OS,2.22,2022
Microsoft,Model_8169,Intel i9,,256,16.4 inches,1532.6348188606237,Linux,1.7,2018
Lenovo,Model_6877,AMD Ryzen 7,64.0,256,17.4,$843.53,Windows 10,1.94,2023
Lenovo,Model_5568,Intel i7,16.0,256,17.7,$1317.29,Windows 10,2.21,2018
Apple,Model_4525,Intel i7,32.0,2048,17.2,634.8561614580614,Windows 11,2.67,2024
Dell,Model_1617,AMD Ryzen 5,32.0,256,17.5,678.0172873863419,Windows 11,1.46,2018
HP,Model_3533,Apple M1,64.0,256,14.7,771.9278009037992,Windows 10,1.25,2018
HP,Model_6968,Intel i5,32.0,1024,13.1,1615.5004504165277,Windows 11,1.29,2021
Razer,Model_9300,Intel i5,8.0,256,14.1,1253.8559620499016,Windows 11,1.88,2019
HP,Model_4317,Intel i9,32.0,1024,14.2,1352.3516736761262,Windows 10,1.59,2024
Lenovo,Model_8672,AMD Ryzen 5,16.0,256,15.0,1748.8673611358022,Windows 10,1.48,2024
Lenovo,Model_9362,AMD Ryzen 5,16.0,1024,16.1,929.9933039602882,macOS,2.72,2023
Dell,Model_5949,Apple M1,64.0,512,15.6,1375.4585659009244,Windows 10,1.62,2023
Lenovo,Model_1080,Intel i9,8.0,2048,14.7,1463.806771217519,Windows 11,1.53,2024
Lenovo,Model_2069,Intel i5,8.0,256,14.6,1354.289455022812,macOS,2.23,2021
Dell,Model_5991,AMD Ryzen 7,16.0,2048,15.1,1657.5767160173073,Windows 10,2.79,2021
Microsoft,Model_6752,Intel i5,16.0,2048,18.1,1607.2661722995638,Windows 10,2.09,2019
Asus,Model_8678,Intel i9,16.0,1024,14.0,1411.686871899241,Windows 10,1.87,2020
Microsoft,Model_604,Intel i9,8.0,256,17.4,1569.1620836077595,Windows 11,0.75,2021
Lenovo,Model_333,Apple M1,32.0,256,13.9,1807.3417270182892,Windows 11,1.53,2022
Dell,Model_9450,Apple M1,8.0,256,15.7,852.4377975485512,Windows 11,1.78,2019
Razer,Model_9916,Intel i5,64.0,1024,14.2,905.9440023027655,Linux,2.04,2021
Acer,Model_8534,Intel i5,16.0,256,12.6,1251.4517718567724,macOS,3.06,2024
Razer,Model_9814,Intel i7,8.0,256,12.2,1216.8671286439558,macOS,1.18,1995
Dell,Model_2542,AMD Ryzen 7,64.0,2048,19.5,519.9069266475235,macOS,0.74,2020
Acer,Model_7183,AMD Ryzen 7,,512,18.5,$1050.58,macOS,1.39,2021
Asus,Model_4018,Intel i9,64.0,256,15.6,582.0399828341548,Windows 11,2.03,2020
Apple,Model_6742,Intel i7,,512,15.3,875.182245797446,Linux,1.68,2019
Dell,Model_1487,Intel i7,64.0,2048,14.1,162.3973120575629,Linux,2.06,2023
Lenovo,Model_4496,Intel i5,16.0,512,14.2,1461.9361009576617,Windows 10,0.9,2023
Dell,Model_9965,Intel i5,,2048,15.1,1223.7180674557637,Windows 10,1.88,2024
Asus,Model_198,,8.0,1024,18.8,1739.4872813240563,macOS,,2018
Asus,Model_1519,Intel i9,64.0,1024,16.8,1148.4735906797657,Windows 11,0.87,2019
Razer,Model_871,Intel i5,32.0,1024,20.3,$1520.27,Linux,2.18,2018
Microsoft,Model_7164,AMD Ryzen 5,16.0,512,15.8,835.5080724985904,Linux,1.89,2024
Dell,Model_7454,Intel i7,8.0,1024,14.4,824.5050387307745,Windows 10,2.3,2024
Acer,Model_2441,AMD Ryzen 5,8.0,256,17.0,964.9417180654158,Linux,1.34,2018
Microsoft,Model_504,AMD Ryzen 5,8.0,2048,15.2,1989.578360568941,Windows 11,1.53,2019
Apple,Model_3023,,32.0,512,16.6,1100.3291080414851,Windows 11,1.11,2020
Razer,Model_9129,AMD Ryzen 5,32.0,256,16.5,1182.8173780887576,Windows 11,1.92,2018
Apple,Model_163,Apple M1,16.0,256,17.3,939.4967261200702,Linux,2.66,2022
Asus,Model_1597,Intel i9,16.0,512,15.1 inches,880.9571815398317,Windows 11,0.98,2022
Microsoft,Model_6455,AMD Ryzen 5,8.0,512,15.5,1714.0444114873933,Linux,2.46,2021
Razer,Model_6956,Intel i7,,1024,15.9,1401.3802877707733,Linux,1.6,2024
Acer,Model_7607,Intel i9,8.0,256,14.7,1369.3224093269216,Linux,1.34,2019
HP,Model_8843,,64.0,512,13.8,1209.2615113439942,macOS,1.21,2019
Acer,Model_3924,,8.0,256,18.4,1879.3193584237008,Windows 10,1.46,2021
HP,Model_9120,AMD Ryzen 5,16.0,512,14.6,1050.3910431596953,Windows 10,1.9,2019
Apple,Model_6351,Intel i7,8.0,256,13.0,896.7685000857596,Windows 11,1.69,2024
Razer,Model_7325,Intel i9,64.0,256,13.9,892.5738486792452,Windows 10,3.05,2021
Apple,Model_2053,Intel i5,64.0,1024,16.1,1249.8654490669833,macOS,1.2,2018
Microsoft,Model_6480,AMD Ryzen 5,8.0,1024,15.1,1331.9653719243224,Windows 10,1.74,2018
Razer,Model_6277,Intel i7,8.0,1024,16.4,1221.8122181383437,windows 10,1.59,2018
Microsoft,Model_6817,Intel i5,16.0,2TB,16.4,920.9963996825728,Windows 10,1.92,2021
Microsoft,Model_6317,Intel i9,64.0,256,17.5,1530.9021733915308,Linux,1.98,2021
Microsoft,Model_2365,AMD Ryzen 7,64.0,2048,15.0,1380.8883106661938,macOS,,2019
Microsoft,Model_9458,Intel i5,,1024,18.4,$934.39,macOS,2.31,2021
Acer,Model_8477,Intel i7,8.0,2048,14.4,1181.7666714719353,macOS,1.68,2024
Razer,Model_6577,Apple M1,16.0,256,14.6,$900.06,Linux,2.43,2024
Lenovo,Model_8131,Intel i7,,1024,16.1,$1323.05,Windows 10,1.94,2022
Asus,Model_425,Intel i9,16.0,512,14.2,1385.3521217559125,Windows 11,1.84,2019
Razer,Model_6165,AMD Ryzen 5,64.0,256,18.9,1934.6775324344112,Windows 10,0.3,2018
Microsoft,Model_5005,Intel i9,16.0,1024,15.1,1165.8581276125221,macOS,1.86,2018
Apple,Model_2650,Intel i5,32.0,512,17.2,752.6020415688107,Windows 11,1.1,2024
Asus,Model_6157,Intel i9,64.0,1024,18.0,1444.483558821916,macOS,2.29,2024
HP,Model_9017,Apple M1,32.0,1TB,14.4,1126.51286854788,macOS,1.68,2022
HP,Model_7943,Intel i7,64.0,512,15.2,1501.9545368928007,Windows 10,2.34,2020
,Model_8164,AMD Ryzen 7,32.0,2048,15.9,1367.7118878500114,Linux,2.15,2020
Apple,Model_3459,AMD Ryzen 5,8.0,512,17.2 inches,1170.6720298939024,Linux,0.42,2021
Asus,Model_3116,Intel i7,32.0,512,14.8,474.1410437938505,macOS,1.05,2020
Dell,Model_4726,AMD Ryzen 5,32.0,512,15.4,544.4541112632653,Windows 11,1.89,2019
Razer,Model_714,Intel i5,8.0,256,17.6,931.2415019033984,macOS,1.67,2024
Asus,Model_3004,AMD Ryzen 7,64.0,2048,13.2,1306.97081183899,Linux,2.39,2018
Microsoft,Model_4361,AMD Ryzen 5,8.0,1024,15.6,1091.9717688330593,macOS,1.42,2020
Razer,Model_5971,,32.0,512,14.5,1559.1290975960155,macOS,1.88,2023
Razer,Model_4718,Intel i7,64.0,1024,14.6,1224.9436771260323,Linux,1.65,2020
Apple,Model_2694,Intel i5,64.0,256,19.2,1003.3807565019096,Windows 11,2.46,2021
Asus,Model_809,AMD Ryzen 5,8.0,2048,17.1,1445.4927387902824,Windows 11,,2050
Acer,Model_3378,Intel i7,64.0,2048,17.7,1000.936450774723,Windows 11,1.6,2018
Lenovo,Model_2206,AMD Ryzen 5,8.0,512,17.0,811.148948402418,Windows 10,3.37,2021
Lenovo,Model_6969,Apple M1,16.0,1024,16.5,1120.888950306295,Windows 11,1.97,2019
Apple,Model_9334,AMD Ryzen 5,16.0,512,17.5,242.09120277049612,macOS,1.84,2023
Apple,Model_2562,Intel i5,16.0,512,14.2,1272.052039958999,Windows 11,1.83,2020
Acer,Model_6193,AMD Ryzen 7,8.0,2048,14.1,1591.8587457181823,macOS,,2023
Dell,Model_1004,Apple M1,8.0,1024,17.0,1373.3442763638,Windows 10,1.94,2024
Razer,Model_6986,Apple M1,8.0,512,14.7,1335.5264693977633,Linux,1.23,2020
Microsoft,Model_7096,Intel i5,8.0,1024,15.3 inches,1207.3461248676663,Windows 10,1.78,2023
Dell,Model_2799,Intel i5,16.0,256,15.6,1298.7653592269417,macOS,1.24,2020
Apple,Model_9139,Intel i9,32.0,2048,16.6,944.903501329127,Windows 11,2.01,2019
Microsoft,Model_3421,AMD Ryzen 7,64.0,1024,15.8,786.9010139398977,Linux,2.54,2024
HP,Model_529,Apple M1,16.0,512,15.1 inches,1014.9876839497208,Windows 10,1.69,2018
HP,Model_8500,Intel i9,64.0,1024,14.8,,Linux,1.69,2019
Razer,Model_998,Apple M1,32.0,2048,14.0 inches,982.382224161415,Linux,2.24,2018
Apple,Model_8118,Intel i9,8.0,2048,13.9,1109.925591229795,Windows 11,1.88,2023
Microsoft,Model_1340,Intel i7,8.0,256,16.3,1107.3002240649637,macOS,0.94,2020
Lenovo,Model_907,Intel i7,32.0,2048,17.4,1198.0318660027056,macOS,1.67,2024
Acer,Model_7887,AMD Ryzen 7,32.0,256,13.3,1125.5799409209772,Windows 11,1.94,2019
Razer,Model_5219,Intel i9,32.0,512,12.4 inches,1084.881710424265,Linux,1.16,2023
HP,Model_7043,Intel i9,8.0,1024,16.7,1698.9864197395004,Windows 11,2.47,2018
Apple,Model_736,Intel i5,16.0,512,17.8,1051.7634744262266,Windows 11,2.51,2018
Microsoft,Model_9640,Intel i9,64.0,512,16.4,979.4845531131882,Windows 10,1.96,1995
Acer,Model_8151,Intel i9,64.0,1024,16.9,1620.7854486062727,Linux,1.94,2020
Acer,Model_1012,Apple M1,32.0,512,14.6,$596.55,Windows 11,1.53,2023
Lenovo,Model_3422,Intel i7,64.0,2048,15.2,1991.9919461495451,Windows 10,1.42,2018
Acer,Model_6919,Intel i5,8.0,2048,18.9,1569.8878701959256,macOS,1.98,2020
Lenovo,Model_39,Intel i7,32.0,1024,16.6,1450.3106059322467,Windows 10,2.11,2022
Microsoft,Model_669,Intel i7,16.0,512,16.1,1412.2009751097812,Windows 10,1.47,2024
Apple,Model_4539,Intel i9,32.0,2048,16.3,,Windows 11,1.68,2021
Razer,Model_2154,Intel i9,8.0,1024,18.0,1323.5783997001272,Linux,2.37,2019
HP,Model_2876,AMD Ryzen 7,32.0,512,16.7,293.2257138183404,Linux,1.51,2019
Razer,Model_7442,Intel i7,8.0,256,17.7,1813.2144256512502,Windows 10,2.71,2024
Lenovo,Model_1503,Apple M1,8.0,2048,14.3,1437.9639832057183,Linux,2.27,2024
Asus,Model_4055,Apple M1,32.0,256,14.8,733.9677176785946,macOS,1.39,2023
Acer,Model_8643,Intel i9,32.0,2048,17.0 inches,688.4124305983584,Linux,2.03,2023
Microsoft,Model_9049,AMD Ryzen 5,32.0,1024,13.3,1102.158966937917,Windows 11,2.08,2024
Apple,Model_4377,AMD Ryzen 5,32.0,1024,15.4,1643.2190299639624,Windows 11,2.04,2024
Dell,Model_6927,Intel i5,8.0,2048,18.5,1217.293550172985,macOS,2.15,2022
Microsoft,Model_3405,AMD Ryzen 5,64.0,2048,15.7,1062.7810325423789,Linux,1.76,2023
Razer,Model_6580,Intel i5,8.0,2048,15.9,931.151785796214,macOS,1.93,2018
Razer,Model_7460,Intel i5,32.0,1TB,15.5,1215.821493939855,Windows 11,,2021
Apple,Model_3979,,8.0,256,15.0,8103.317273401396,Linux,0.87,2019
Dell,Model_6871,AMD Ryzen 5,16.0,1024,16.9,1195.83096152829,macOS,1.53,2024
Lenovo,Model_3570,Apple M1,8.0,512,14.8,1360.869555284514,Windows 10,2.3,2019
Apple,Model_9985,AMD Ryzen 7,64.0,256,14.7,1481.2846112789357,Linux,1.59,2023
Dell,Model_3502,AMD Ryzen 7,32.0,512,15.8,1522.9354542110636,Linux,1.73,2023
HP,Model_3488,AMD Ryzen 5,8.0,1024,16.0,862.1882489789939,Windows 11,2.38,2022
Microsoft,Model_7497,Apple M1,16.0,1024,16.5,1682.4178687317667,macOS,1.2,2018
Dell,Model_8804,AMD Ryzen 5,32.0,2048,14.8,1924.5391954947534,Linux,2.85,2019
Razer,Model_4132,Intel i7,8.0,1024,15.4,,macOS,1.79,2018
Microsoft,Model_5186,Intel i9,16.0,2048,17.8,1548.6457638163015,Windows 11,1.0,2020
Lenovo,Model_6448,AMD Ryzen 7,32.0,256,16.7,1153.0414942061884,Windows 11,0.65,2020
Apple,Model_5047,Intel i7,32.0,1024,15.0,1125.4864775779522,macOS,2.3,2022
Lenovo,Model_3672,AMD Ryzen 5,32.0,512,17.2,744.0273500211309,Linux,,2018
Lenovo,Model_7362,,64.0,2048,15.4,1031.7624096137517,Windows 10,2.06,2024
Apple,Model_7852,Apple M1,8.0,256,18.3,1000.4569204475941,Mac OS,1.76,2022
Lenovo,Model_1321,Apple M1,32.0,512,16.6,743.2868065195739,macOS,1.89,2022
Dell,Model_7621,Intel i9,16.0,256,15.1,1112.440073561576,Windows 11,1.34,2023
Microsoft,Model_8949,AMD Ryzen 5,32.0,512,13.5,$1567.85,macOS,1.76,2024
HP,Model_7168,AMD Ryzen 7,16.0,2048,17.5,1503.754351328299,Linux,1.13,1995
HP,Model_7139,Intel i7,8.0,512,18.8,279.79839910612543,macOS,1.62,2024
HP,Model_1979,AMD Ryzen 7,32.0,256,14.8,1416.3799218508368,macOS,1.78,2019
Apple,Model_8459,AMD Ryzen 5,8.0,2048,20.4,1200.8359725047255,macOS,1.84,2023
Apple,Model_2348,Intel i5,64.0,2048,15.2,1004.4987744908926,Windows 11,1.77,2018
Asus,Model_6597,Intel i5,8.0,2048,15.1,873.3709435832311,Linux,1.41,2023
Razer,Model_4336,AMD Ryzen 7,32.0,2048,15.4,1626.4969124748718,macOS,2.41,2024
Dell,Model_732,AMD Ryzen 7,8.0,256,17.4,1464.8697771890243,Linux,2.11,2021
HP,Model_363,Intel i7,16.0,1024,16.4,$178.75,Windows 11,2.71,2018
Razer,Model_778,Intel i9,16.0,2048,15.4,,Windows 10,2.4,2019
Asus,Model_9411,AMD Ryzen 5,16.0,512,15.8,1394.593129376022,Linux,1.94,2020
HP,Model_3529,AMD Ryzen 7,16.0,1TB,12.6,1529.4205143751726,Windows 10,2.34,2021
Lenovo,Model_5767,Apple M1,64.0,2048,18.8,1578.990425827591,Windows 10,2.36,2021
Asus,Model_4586,Intel i5,16.0,2048,14.6,,Linux,2.24,2022
Asus,Model_9011,Intel i7,8.0,256,14.2 inches,922.0890498972587,macOS,1.23,2024
Razer,Model_162,AMD Ryzen 7,16.0,1024,13.6,755.7646350715618,Windows 10,1.3,2018
Microsoft,Model_7284,,8.0,256,18.0,1387.860831645082,Linux,0.72,2018
HP,Model_6223,Intel i7,32.0,256,14.9,1037.8678320748731,macOS,1.11,2024
Acer,Model_7840,AMD Ryzen 7,64.0,512,13.0,1063.1980639716874,macOS,1.32,2024
HP,Model_761,Apple M1,16.0,1024,14.4,1194.5222520371262,Mac OS,2.28,2019
Dell,Model_6322,Apple M1,,1024,14.1,1202.1526311405862,Linux,1.75,2021
Dell,Model_9286,Intel i9,8.0,512,12.9,920.1335529333123,macOS,2.23,2019
Apple,Model_7801,Apple M1,,1024,16.8,1837.2535760016658,macOS,2.46,2023
HP,Model_2579,Intel i7,,512,15.4,890.2507708452202,Windows 11,0.93,2021
HP,Model_4203,Apple M1,8.0,2048,17.2,711.7514275032134,Windows 11,1.81,2022
,Model_5374,Intel i7,64.0,256,15.6,1298.2507156888876,Windows 11,1.87,2021
Dell,Model_5529,Intel i5,64.0,1024,13.9,1844.1547994422535,Windows 11,1.24,2024
Acer,Model_7303,Apple M1,64.0,256,13.7,1627.9473634160581,Linux,1.24,2024
Asus,Model_4794,Intel i5,8.0,2048,13.8,731.5471290187859,Windows 11,1.72,2019
Acer,Model_7534,AMD Ryzen 5,16.0,512,16.8,1247.0778362070766,Windows 10,1.34,2018
Lenovo,Model_5020,Apple M1,8.0,1024,17.4,1204.8415043884975,macOS,2.27,2021
Dell,Model_798,Apple M1,8.0,1024,15.4,1251.7923115641377,Windows 10,1.91,2021
Microsoft,Model_4260,AMD Ryzen 5,8.0,2048,14.2 inches,1845.4061597863724,Linux,2.24,2019
Dell,Model_4102,AMD Ryzen 5,8.0,2048,17.4,1262.1308445125326,Linux,1.9,2024
Asus,Model_6065,Apple M1,8.0,512,13.6,1558.2381234247737,Windows 10,1.53,2019
Lenovo,Model_6026,AMD Ryzen 5,8.0,256,15.2,1175.5759861603724,Linux,1.59,2024
Razer,Model_2224,Apple M1,8.0,512,14.1,1513.593509373328,Linux,0.9,2024
Asus,Model_624,AMD Ryzen 7,32.0,512,14.9,829.7830606467053,Windows 10,1.58,2021
Lenovo,Model_9476,Intel i7,64.0,1024,15.4,1191.826708247927,Linux,1.57,2020
Dell,Model_9035,AMD Ryzen 5,16.0,1TB,13.5,1165.831209705148,Windows 10,1.51,2020
Apple,Model_2704,Intel i5,64.0,2048,15.9,1816.9395813450585,Windows 10,2.53,2021
Razer,Model_8953,Intel i7,16.0,256,15.8 inches,1689.183398718916,macOS,1.06,2024
HP,Model_4992,AMD Ryzen 5,32.0,1024,17.5,1728.2797802466516,macOS,1.46,2021
Acer,Model_5184,Intel i9,8.0,2048,14.0,799.4883420880798,Windows 11,1.03,2021
Asus,Model_5682,Apple M1,64.0,512,15.4,438.32254252470193,Linux,0.97,2019
HP,Model_2864,Intel i7,8.0,0TB,16.7,,Linux,1.36,2019
Acer,Model_7470,AMD Ryzen 7,64.0,1024,17.7,405.54589823079255,Windows 10,1.55,2018
HP,Model_6686,Intel i5,32.0,1024,15.8,774.0600656548647,Windows 11,2.02,2021
Microsoft,Model_3494,,16.0,2048,15.3,722.9992677118283,macOS,1.53,2024
Microsoft,Model_7298,Intel i9,64.0,512,13.7,1169.3427276124276,macOS,1.49,2019
Dell,Model_8104,Apple M1,64.0,1024,15.3,1425.6617471503478,Linux,2.53,2018
Asus,Model_9818,Apple M1,32.0,512,16.5,2034.6487848816628,macOS,2.0,2019
Lenovo,Model_8389,AMD Ryzen 7,eight GB,2048,18.3,1460.6734706075972,macOS,2.0,2021
Apple,Model_9093,Apple M1,64.0,512,13.8,1365.8852246879162,Linux,1.46,2019
Razer,Model_8833,,16.0,256,16.1,882.2654181724026,Windows 10,2.92,2019
Apple,Model_6018,Intel i9,16.0,512,15.6,2003.5297257409372,Windows 11,1.36,2024
Apple,Model_2460,Intel i5,16.0,256,13.7,161.4513875528521,Mac OS,2.12,2018
Microsoft,Model_6357,Intel i7,32.0,512,14.7,1276.0662517335606,macOS,1.71,2023
Razer,Model_7373,Intel i7,16.0,512,15.7,1685.6910937712537,Windows 11,,2020
HP,Model_2846,,64.0,512,12.6,919.9727319922492,Windows 11,2.18,2018
Lenovo,Model_5586,Intel i7,32.0,1024,16.3,1482.3627757991314,Windows 10,2.31,2018
Lenovo,Model_3816,Intel i7,32.0,256,15.6,$-474.46,macOS,1.59,2022
Acer,Model_6344,AMD Ryzen 7,8.0,256,15.3,1293.5220001487305,windows 10,1.82,2018
Lenovo,Model_6213,AMD Ryzen 5,64.0,1024,15.2,1813.6244839481656,Windows 11,1.08,2019
Lenovo,Model_3440,Intel i5,16.0,2048,15.3,,Windows 10,1.37,2020
Asus,Model_7267,Intel i9,8.0,256,14.6,845.9158660765133,Linux,2.26,2019
Asus,Model_6658,AMD Ryzen 7,32.0,2048,12.7,,Windows 10,1.83,2023
Acer,Model_5542,AMD Ryzen 5,32.0,1024,15.8,894.0696283989082,Windows 11,1.49,2020
Apple,Model_6067,Intel i7,64.0,256,15.4,1535.4341496270993,Linux,1.7,2024
Dell,Model_4506,Intel i7,8.0,2048,15.8,514.8511809462301,Windows 11,1.44,2021
Apple,Model_9803,Apple M1,32.0,512,13.8,934.4809502192082,macOS,1.78,2018
Microsoft,Model_9020,AMD Ryzen 7,32.0,1024,18.4 inches,939.9337044287938,Windows 10,1.65,2018
Dell,Model_932,AMD Ryzen 5,32.0,1024,15.8,493.00330588695647,macOS,2.46,2022
Apple,Model_4000,AMD Ryzen 5,64.0,1024,11.4,1404.5102966323038,Linux,1.85,2023
Asus,Model_3732,Intel i9,8.0,512,16.1,1255.3828154455923,Windows 11,2.67,2024
Microsoft,Model_9078,Intel i5,16.0,512,16.7,1248.4310406006734,Windows 11,1.99,2019
Razer,Model_4578,Intel i7,16.0,2048,17.0,1239.109070168148,Windows 10,1.14,2018
HP,Model_2321,Intel i9,32.0,512,14.0,1546.6812194924469,Windows 11,1.62,2024
Dell,Model_6896,AMD Ryzen 5,32.0,1024,15.0,1475.42764806189,Linux,1.76,2021
Microsoft,Model_8325,Intel i5,32.0,512,15.3,$984.33,Windows 10,2.34,2022
HP,Model_678,AMD Ryzen 7,32.0,512,14.1,818.7380719104412,Linux,,2024
Apple,Model_6015,Apple M1,,1024,13.8,1426.9516389364383,macOS,1.3,2023
Apple,Model_2733,Intel i7,32.0,2048,13.9,1223.261911019873,Windows 11,1.67,2018
Dell,Model_9531,Intel i5,64.0,1024,15.8,1980.7434208850455,Windows 11,1.89,2018
Apple,Model_7731,AMD Ryzen 5,8.0,2048,16.0 inches,685.0518166443691,Windows 10,2.07,2019
Lenovo,Model_4637,AMD Ryzen 7,,1024,15.1,1059.7201007856577,Linux,1.89,2020
HP,Model_3541,AMD Ryzen 5,16.0,2048,15.6,1410.4018681723073,Windows 10,1.9,2018
Lenovo,Model_4311,AMD Ryzen 5,64.0,0TB,15.9,1142.5487753298466,Linux,0.73,2020
Asus,Model_4247,AMD Ryzen 5,32.0,512,13.4,2038.8458567304137,Linux,1.57,2022
HP,Model_8500,Intel i9,64.0,1024,14.8,,Linux,1.69,2019
HP,Model_1466,AMD Ryzen 7,32.0,256,13.9,1004.4302360081556,Windows 10,2.37,2018
Razer,Model_6016,Intel i5,64.0,512,14.9,1312.7661824327106,Windows 11,2.78,2024
Apple,Model_620,Intel i9,32.0,512,16.0,532.250023098266,Windows 11,1.48,2023
Asus,Model_5271,Intel i9,8.0,256,15.8,1559.4243346257445,Windows 10,2.6,2022
Lenovo,Model_9974,AMD Ryzen 5,16.0,2048,13.2,665.5547855242337,Linux,1.8,2020
Acer,Model_4301,Intel i5,32.0,512,14.5,513.7346612428247,windows 10,2.41,2020
Dell,Model_5480,Intel i7,,256,14.7,665.8277609612107,Linux,1.91,2024
HP,Model_9984,Intel i9,16.0,256,17.1,1397.0947328784093,Linux,0.91,2021
Acer,Model_4817,Intel i9,16.0,2048,14.7,1108.9749448734651,Windows 11,2.59,2024
Dell,Model_2042,Intel i7,16.0,256,17.7 inches,1538.8236818454066,Windows 11,1.74,2018
Dell,Model_6092,Intel i7,32.0,2048,13.7,,Linux,2.09,2023
Dell,Model_6398,AMD Ryzen 5,8.0,256,13.8,1177.6839637435255,Linux,1.62,2022
Razer,Model_5510,,64.0,1TB,14.7,1195.589544270374,macOS,1.81,2018
Apple,Model_1590,Intel i5,32.0,2048,15.9,1110.9868469329253,Windows 10,0.69,1995
Acer,Model_8056,AMD Ryzen 7,16.0,512,15.7,1513.0169182101004,Linux,1.02,2021
Asus,Model_1871,AMD Ryzen 7,16.0,2TB,15.9,910.3361724707363,macOS,2.45,2021
Microsoft,Model_2256,AMD Ryzen 7,32.0,512,15.5,1133.8576746131728,Windows 11,1.68,2019
Razer,Model_1598,Apple M1,32.0,2048,16.1,1014.4033105916426,Windows 11,1.84,2021
